order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied,line_amount,category,gender,customer_region,loyalty_tier
O529240,C00245,P0025,1,23.81,2025-07-06,Delivered,Bank Transfer,North,0.1,21.43,Cleaning,Male,North,Gold
O539949,C00343,P0028,5,13.47,2025-07-06,Delayed,Bank Transfer,North,0.15,57.25,Outdoors,Other,East,Silver
O820049,C00350,P0018,1,42.78,2025-07-06,Delayed,Credit Card,South,0.1,38.5,Storage,Female,North,Silver
O164680,C00074,P0029,1,8.79,2025-07-06,Delivered,PayPal,Central,0.0,8.79,Cleaning,Male,North,Bronze
O747332,C00025,P0001,3,17.87,2025-07-06,Delayed,Credit Card,East,0.05,50.93,Storage,Female,North,Gold
O267737,C00318,P0012,1,20.63,2025-07-06,Cancelled,Credit Card,Central,0.0,20.63,Cleaning,Female,West,Gold
O348086,C00239,P0026,2,24.86,2025-07-06,Delivered,PayPal,East,0.0,49.72,Storage,Female,South,Bronze
O877178,C00475,P0026,5,27.7,2025-07-06,Delayed,Credit Card,South,0.1,124.65,Storage,Female,North,Bronze
O236540,C00170,P0002,1,14.69,2025-07-06,Delivered,Credit Card,West,0.2,11.75,Cleaning,Male,West,Gold
O550724,C00110,P0007,5,40.42,2025-07-06,Delayed,PayPal,South,0.0,202.1,Personal Care,Female,South,Gold
O983859,C00500,P0005,3,49.27,2025-07-06,Delayed,Bank Transfer,Central,0.05,140.42,Personal Care,Male,North,Gold
O926312,C00145,P0029,4,39.0,2025-07-06,Delivered,Credit Card,Central,0.1,140.4,Cleaning,Male,Central,Bronze
O939783,C00070,P0002,1,34.76,2025-07-06,Delayed,Bank Transfer,North,0.15,29.55,Cleaning,Male,Central,Gold
O741107,C00144,P0030,5,36.11,2025-07-06,Delayed,Credit Card,West,0.15,153.47,Cleaning,Female,East,Gold
O706270,C00258,P0015,5,27.29,2025-07-06,Delayed,PayPal,East,0.2,109.16,Storage,Female,East,Bronze
O155881,C00360,P0002,5,41.49,2025-07-06,Delayed,PayPal,South,0.2,165.96,Cleaning,Other,East,Silver
O444543,C00492,P0017,2,15.3,2025-07-06,Delivered,Credit Card,North,0.2,24.48,Personal Care,Male,Central,Gold
O936729,C00228,P0017,3,18.82,2025-07-06,Delivered,Credit Card,North,0.0,56.46,Personal Care,Male,North,Silver
O609242,C00091,P0028,3,26.96,2025-07-06,Delivered,Credit Card,East,0.1,72.79,Outdoors,Male,West,Silver
O101570,C00265,P0026,5,19.4,2025-07-06,Delivered,PayPal,West,0.1,87.3,Storage,Male,West,Gold
O638902,C00190,P0017,4,41.12,2025-07-06,Delayed,Credit Card,North,0.1,148.03,Personal Care,Male,Central,Gold
O635788,C00396,P0014,1,13.73,2025-07-06,Delivered,Credit Card,South,0.0,13.73,Outdoors,Male,North,Gold
O419116,C00027,P0005,2,49.57,2025-07-06,Delayed,Credit Card,East,0.15,84.27,Personal Care,Male,North,Gold
O891037,C00002,P0014,3,28.65,2025-07-06,Delayed,Credit Card,Central,0.05,81.65,Outdoors,Female,Central,Gold
O952010,C00175,P0005,3,45.92,2025-07-06,Delivered,Credit Card,West,0.05,130.87,Personal Care,Male,North,Bronze
O129054,C00103,P0011,4,44.42,2025-07-06,Cancelled,Credit Card,South,0.1,159.91,Kitchen,Male,Central,Gold
O685654,C00256,P0006,4,29.38,2025-07-06,Delivered,Credit Card,East,0.1,105.77,Cleaning,Female,East,Gold
O904574,C00373,P0024,5,18.12,2025-07-06,Cancelled,Credit Card,South,0.05,86.07,Storage,Male,Central,Gold
O790157,C00209,P0023,1,44.14,2025-07-06,Delayed,Bank Transfer,East,0.05,41.93,Outdoors,Male,North,Silver
O161553,C00113,P0022,1,37.43,2025-07-06,Delayed,Credit Card,Central,0.1,33.69,Cleaning,Female,North,Gold
O196076,C00272,P0015,4,27.96,2025-07-06,Cancelled,Bank Transfer,South,0.1,100.66,Storage,Female,South,Silver
O206645,C00319,P0015,5,29.62,2025-07-06,Cancelled,PayPal,South,0.05,140.7,Storage,Male,West,Gold
O661203,C00336,P0020,3,26.26,2025-07-06,Delivered,PayPal,East,0.1,70.9,Cleaning,Female,East,Silver
O489060,C00327,P0021,1,24.68,2025-07-06,Delayed,Credit Card,North,0.1,22.21,Kitchen,Male,East,Bronze
O843173,C00473,P0022,5,12.45,2025-07-06,Delayed,Credit Card,Central,0.1,56.02,Cleaning,Male,North,Bronze
O295267,C00092,P0028,2,30.03,2025-07-06,Delivered,Credit Card,East,0.15,51.05,Outdoors,Male,East,Gold
O231677,C00314,P0003,5,45.47,2025-07-06,Delayed,Bank Transfer,Central,0.15,193.25,Cleaning,Female,South,Gold
O121367,C00246,P0002,4,11.64,2025-07-06,Delivered,Credit Card,North,0.05,44.23,Cleaning,Male,South,Gold
O734406,C00369,P0003,3,16.01,2025-07-06,Cancelled,PayPal,East,0.0,48.03,Cleaning,Other,West,Bronze
O994896,C00480,P0018,4,19.91,2025-07-06,Delayed,Credit Card,South,0.0,79.64,Storage,Other,Central,Silver
O126114,C00244,P0015,4,20.01,2025-07-06,Delayed,PayPal,East,0.05,76.04,Storage,Male,West,Bronze
O685772,C00270,P0004,2,27.5,2025-07-06,Delayed,Bank Transfer,West,0.05,52.25,Kitchen,Male,North,Silver
O146360,C00014,P0004,3,32.63,2025-07-06,Delayed,PayPal,Central,0.0,97.89,Kitchen,Other,Central,Gold
O101442,C00381,P0022,3,13.01,2025-07-06,Delayed,Credit Card,West,0.05,37.08,Cleaning,Male,South,Gold
O354389,C00018,P0004,2,37.56,2025-07-06,Cancelled,Credit Card,West,0.1,67.61,Kitchen,Female,North,Bronze
O188936,C00285,P0018,5,28.19,2025-07-06,Delivered,Bank Transfer,East,0.2,112.76,Storage,Male,Central,Bronze
O565535,C00088,P0022,3,12.83,2025-07-06,Delayed,PayPal,Central,0.1,34.64,Cleaning,Male,West,Bronze
O903330,C00169,P0016,4,26.71,2025-07-06,Cancelled,PayPal,North,0.1,96.16,Cleaning,Female,East,Gold
O247208,C00023,P0017,1,43.17,2025-07-06,Delivered,PayPal,Central,0.15,36.69,Personal Care,Male,East,Gold
O868597,C00439,P0010,4,20.9,2025-07-06,Cancelled,PayPal,Central,0.1,75.24,Cleaning,Other,North,Bronze
O549392,C00055,P0028,5,39.95,2025-07-06,Delivered,PayPal,South,0.1,179.78,Outdoors,Female,North,Gold
O630734,C00099,P0023,5,23.76,2025-07-06,Delayed,Bank Transfer,East,0.0,118.8,Outdoors,Female,South,Gold
O945816,C00060,P0016,1,44.85,2025-07-06,Delivered,Credit Card,North,0.1,40.36,Cleaning,Male,West,Gold
O372680,C00421,P0022,3,33.97,2025-07-06,Delayed,PayPal,South,0.1,91.72,Cleaning,Female,West,Gold
O368753,C00167,P0003,3,10.2,2025-07-06,Delivered,Credit Card,East,0.05,29.07,Cleaning,Female,Central,Gold
O567475,C00332,P0017,3,23.08,2025-07-06,Delayed,Credit Card,East,0.05,65.78,Personal Care,Male,East,Silver
O857172,C00122,P0024,1,9.78,2025-07-06,Delayed,PayPal,North,0.05,9.29,Storage,Female,Central,Gold
O532742,C00325,P0015,5,31.67,2025-07-06,Delayed,Bank Transfer,West,0.0,158.35,Storage,Male,West,Bronze
O976301,C00303,P0018,3,8.78,2025-07-06,Cancelled,PayPal,South,0.15,22.39,Storage,Other,Central,Bronze
O125232,C00173,P0013,3,10.77,2025-07-06,Delayed,Credit Card,South,0.0,32.31,Cleaning,Female,West,Gold
O972169,C00136,P0002,1,21.82,2025-07-06,Delayed,Credit Card,North,0.0,21.82,Cleaning,Male,Central,Gold
O792612,C00436,P0027,3,49.94,2025-07-06,Delayed,Credit Card,North,0.1,134.84,Outdoors,Female,North,Gold
O596820,C00203,P0003,3,14.23,2025-07-06,Cancelled,Credit Card,Central,0.0,42.69,Cleaning,Female,West,Gold
O514621,C00421,P0013,1,15.67,2025-07-06,Delivered,Bank Transfer,South,0.1,14.1,Cleaning,Female,West,Gold
O107710,C00284,P0016,3,28.17,2025-07-06,Delivered,Bank Transfer,North,0.1,76.06,Cleaning,Male,East,Gold
O648683,C00153,P0026,4,31.4,2025-07-06,Delivered,Credit Card,South,0.1,113.04,Storage,Male,West,Gold
O832672,C00337,P0018,3,19.33,2025-07-06,Delivered,Credit Card,South,0.1,52.19,Storage,Male,Central,Gold
O677663,C00291,P0006,1,45.48,2025-07-06,Delayed,Bank Transfer,North,0.05,43.21,Cleaning,Other,East,Gold
O443992,C00195,P0024,4,9.37,2025-07-06,Delayed,Bank Transfer,North,0.1,33.73,Storage,Female,Central,Silver
O233012,C00310,P0019,3,35.6,2025-07-06,Delivered,Bank Transfer,South,0.2,85.44,Kitchen,Female,West,Gold
O998205,C00193,P0015,4,46.57,2025-07-06,Delivered,Credit Card,South,0.15,158.34,Storage,Female,South,Gold
O526860,C00156,P0030,1,16.72,2025-07-06,Delivered,Credit Card,North,0.2,13.38,Cleaning,Female,South,Bronze
O932578,C00071,P0011,2,38.12,2025-07-06,Delivered,PayPal,East,0.2,60.99,Kitchen,Male,Central,Gold
O433419,C00145,P0008,3,36.26,2025-07-06,Cancelled,PayPal,South,0.0,108.78,Storage,Male,Central,Bronze
O416004,C00200,P0025,4,8.34,2025-07-06,Delivered,PayPal,North,0.1,30.02,Cleaning,Male,East,Bronze
O273097,C00171,P0008,1,17.96,2025-07-06,Delayed,Bank Transfer,Central,0.15,15.27,Storage,Male,Central,Silver
O210166,C00108,P0024,5,47.23,2025-07-06,Delayed,PayPal,East,0.0,236.15,Storage,Female,West,Bronze
O922901,C00246,P0005,1,24.05,2025-07-06,Delivered,Credit Card,Central,0.1,21.64,Personal Care,Male,South,Gold
O840237,C00070,P0023,1,31.41,2025-07-06,Delivered,Bank Transfer,East,0.15,26.7,Outdoors,Male,Central,Gold
O845999,C00013,P0007,2,39.08,2025-07-06,Delivered,PayPal,Central,0.1,70.34,Personal Care,Female,West,Gold
O149709,C00497,P0010,2,10.82,2025-07-06,Delivered,Credit Card,West,0.1,19.48,Cleaning,Unknown,West,Gold
O675279,C00365,P0025,2,22.26,2025-07-06,Delayed,Credit Card,East,0.0,44.52,Cleaning,Male,West,Silver
O438181,C00310,P0030,4,42.26,2025-07-06,Delivered,Credit Card,West,0.1,152.14,Cleaning,Female,West,Gold
O997636,C00386,P0005,2,26.92,2025-07-06,Cancelled,Credit Card,Central,0.2,43.07,Personal Care,Other,East,Gold
O754562,C00018,P0008,1,15.79,2025-07-06,Delayed,Credit Card,Central,0.2,12.63,Storage,Female,North,Bronze
O225071,C00449,P0015,4,36.67,2025-07-06,Delayed,Credit Card,Central,0.2,117.34,Storage,Female,East,Silver
O431681,C00192,P0023,3,38.66,2025-07-06,Delivered,Credit Card,South,0.15,98.58,Outdoors,Female,West,Gold
O524947,C00371,P0017,5,34.21,2025-07-06,Delivered,Bank Transfer,Central,0.0,171.05,Personal Care,Other,North,Silver
O773649,C00205,P0009,3,44.82,2025-07-06,Delivered,PayPal,West,0.05,127.74,Outdoors,Female,East,Silver
O583659,C00126,P0005,1,48.54,2025-07-06,Delivered,Bank Transfer,East,0.0,48.54,Personal Care,Female,West,Silver
O922691,C00067,P0011,5,33.04,2025-07-06,Delivered,PayPal,North,0.05,156.94,Kitchen,Other,Central,Silver
O383089,C00433,P0005,1,43.61,2025-07-06,Delayed,Bank Transfer,East,0.05,41.43,Personal Care,Female,Central,Silver
O941586,C00279,P0002,2,17.6,2025-07-06,Cancelled,Bank Transfer,East,0.05,33.44,Cleaning,Other,West,Gold
O959241,C00371,P0014,2,18.7,2025-07-06,Delivered,Credit Card,North,0.15,31.79,Outdoors,Other,North,Silver
O469377,C00051,P0010,1,28.87,2025-07-06,Delayed,Credit Card,East,0.05,27.43,Cleaning,Female,East,Gold
O649841,C00404,P0014,5,12.54,2025-07-06,Delayed,Credit Card,East,0.1,56.43,Outdoors,Male,East,Gold
O357900,C00483,P0010,3,11.35,2025-07-06,Delivered,PayPal,North,0.1,30.64,Cleaning,Female,East,Gold
O703261,C00486,P0017,2,28.14,2025-07-06,Delivered,Credit Card,North,0.1,50.65,Personal Care,Male,East,Gold
O787992,C00295,P0014,5,9.26,2025-07-06,Delayed,Credit Card,Central,0.1,41.67,Outdoors,Other,North,Bronze
O453428,C00143,P0013,1,31.51,2025-07-06,Delayed,PayPal,East,0.1,28.36,Cleaning,Other,Central,Gold
O739210,C00415,P0018,4,9.49,2025-07-06,Delayed,Credit Card,East,0.05,36.06,Storage,Female,South,Gold
O533574,C00089,P0009,3,14.7,2025-07-06,Delivered,Credit Card,East,0.1,39.69,Outdoors,Male,West,Silver
O197764,C00314,P0008,4,24.45,2025-07-06,Delayed,PayPal,East,0.1,88.02,Storage,Female,South,Gold
O936006,C00421,P0010,5,37.47,2025-07-06,Delivered,PayPal,Central,0.05,177.98,Cleaning,Female,West,Gold
O107022,C00115,P0023,2,31.65,2025-07-06,Delivered,Credit Card,North,0.0,63.3,Outdoors,Male,South,Bronze
O858987,C00146,P0004,5,31.92,2025-07-06,Delayed,Credit Card,South,0.0,159.6,Kitchen,Female,East,Silver
O216058,C00179,P0029,1,40.52,2025-07-06,Delayed,Bank Transfer,South,0.15,34.44,Cleaning,Female,South,Gold
O387113,C00291,P0005,3,20.25,2025-07-06,Delivered,PayPal,West,0.2,48.6,Personal Care,Other,East,Gold
O799295,C00473,P0025,4,8.57,2025-07-06,Delivered,PayPal,South,0.2,27.42,Cleaning,Male,North,Bronze
O612160,C00388,P0017,3,22.05,2025-07-06,Delayed,Credit Card,West,0.2,52.92,Personal Care,Male,North,Gold
O751626,C00380,P0027,1,30.11,2025-07-06,Delivered,PayPal,North,0.1,27.1,Outdoors,Male,South,Gold
O547768,C00256,P0005,5,30.65,2025-07-06,Cancelled,Credit Card,North,0.15,130.26,Personal Care,Female,East,Gold
O519778,C00451,P0006,5,17.35,2025-07-06,Delayed,Credit Card,West,0.1,78.08,Cleaning,Female,North,Gold
O338933,C00447,P0024,3,33.01,2025-07-06,Delayed,PayPal,West,0.2,79.22,Storage,Female,Central,Silver
O944033,C00066,P0018,2,27.81,2025-07-06,Delivered,PayPal,East,0.1,50.06,Storage,Other,South,Gold
O259316,C00053,P0016,1,37.04,2025-07-06,Delivered,Credit Card,Central,0.05,35.19,Cleaning,Female,North,Gold
O951422,C00487,P0010,3,42.91,2025-07-06,Delivered,Credit Card,West,0.2,102.98,Cleaning,Female,North,Gold
O245517,C00199,P0018,1,33.19,2025-07-06,Delivered,Credit Card,North,0.2,26.55,Storage,Female,East,Gold
O581700,C00338,P0012,1,16.86,2025-07-06,Delivered,Bank Transfer,West,0.05,16.02,Cleaning,Male,South,Gold
O818540,C00234,P0009,1,21.7,2025-07-06,Delayed,Credit Card,Central,0.05,20.62,Outdoors,Other,Central,Gold
O144731,C00298,P0011,4,46.9,2025-07-06,Delayed,Bank Transfer,North,0.1,168.84,Kitchen,Female,East,Bronze
O394466,C00403,P0006,2,11.81,2025-07-06,Delayed,PayPal,North,0.2,18.9,Cleaning,Female,East,Silver
O298705,C00124,P0028,1,18.36,2025-07-06,Delayed,Credit Card,Central,0.15,15.61,Outdoors,Female,North,Gold
O854437,C00192,P0021,3,26.22,2025-07-06,Cancelled,Credit Card,Central,0.05,74.73,Kitchen,Female,West,Gold
O720662,C00101,P0028,5,21.36,2025-07-06,Cancelled,Credit Card,West,0.2,85.44,Outdoors,Male,West,Bronze
O239134,C00268,P0018,3,17.98,2025-07-06,Cancelled,PayPal,Central,0.0,53.94,Storage,Male,East,Silver
O733662,C00372,P0018,3,16.89,2025-07-06,Cancelled,Credit Card,South,0.05,48.14,Storage,Unknown,Unknown,Unknown
O758099,C00387,P0016,2,28.33,2025-07-06,Cancelled,PayPal,North,0.0,56.66,Cleaning,Female,North,Gold
O626956,C00289,P0011,2,42.56,2025-07-06,Cancelled,Credit Card,East,0.15,72.35,Kitchen,Female,West,Gold
O718458,C00398,P0027,5,34.37,2025-07-06,Delivered,Credit Card,South,0.0,171.85,Outdoors,Other,Central,Bronze
O353264,C00232,P0027,2,41.4,2025-07-06,Delivered,Credit Card,South,0.15,70.38,Outdoors,Male,Central,Gold
O137091,C00322,P0016,2,43.36,2025-07-06,Cancelled,Bank Transfer,North,0.1,78.05,Cleaning,Male,South,Gold
O845573,C00011,P0025,2,49.92,2025-07-06,Cancelled,Bank Transfer,Central,0.1,89.86,Cleaning,Other,East,Silver
O288469,C00137,P0015,1,31.67,2025-07-06,Delivered,Credit Card,North,0.2,25.34,Storage,Female,North,Bronze
O708284,C00204,P0028,5,24.46,2025-07-06,Delivered,Bank Transfer,North,0.1,110.07,Outdoors,Female,South,Silver
O570241,C00395,P0002,5,43.95,2025-07-06,Delayed,Bank Transfer,East,0.15,186.79,Cleaning,Male,East,Gold
O473759,C00086,P0021,5,16.98,2025-07-06,Delayed,Bank Transfer,East,0.1,76.41,Kitchen,Male,East,Bronze
O217177,C00270,P0018,5,28.17,2025-07-06,Delivered,Credit Card,West,0.15,119.72,Storage,Male,North,Silver
O280673,C00089,P0018,2,30.57,2025-07-06,Delivered,Credit Card,West,0.2,48.91,Storage,Male,West,Silver
O598037,C00486,P0009,4,42.96,2025-07-06,Cancelled,Bank Transfer,West,0.1,154.66,Outdoors,Male,East,Gold
O296691,C00320,P0003,5,18.19,2025-07-06,Delivered,Bank Transfer,West,0.2,72.76,Cleaning,Female,Central,Bronze
O857899,C00002,P0010,2,28.47,2025-07-06,Delayed,Credit Card,Central,0.1,51.25,Cleaning,Female,Central,Gold
O841239,C00171,P0029,1,14.57,2025-07-06,Delayed,Credit Card,South,0.0,14.57,Cleaning,Male,Central,Silver
O752395,C00371,P0006,3,44.48,2025-07-06,Delayed,Credit Card,North,0.15,113.42,Cleaning,Other,North,Silver
O891088,C00432,P0010,5,16.63,2025-07-06,Delayed,Bank Transfer,Central,0.0,83.15,Cleaning,Female,North,Bronze
O508552,C00294,P0002,3,40.54,2025-07-06,Delayed,Bank Transfer,South,0.1,109.46,Cleaning,Male,West,Gold
O654906,C00035,P0018,5,40.72,2025-07-06,Delivered,Bank Transfer,North,0.15,173.06,Storage,Other,South,Silver
O732594,C00145,P0001,2,32.09,2025-07-06,Cancelled,Credit Card,West,0.15,54.55,Storage,Male,Central,Bronze
O345863,C00136,P0011,5,27.87,2025-07-06,Delayed,Bank Transfer,East,0.2,111.48,Kitchen,Male,Central,Gold
O637061,C00418,P0012,3,47.91,2025-07-06,Cancelled,PayPal,East,0.05,136.54,Cleaning,Male,North,Gold
O104562,C00369,P0003,2,25.5,2025-07-06,Delivered,PayPal,West,0.1,45.9,Cleaning,Other,West,Bronze
O628597,C00478,P0013,3,45.17,2025-07-06,Delayed,Credit Card,North,0.2,108.41,Cleaning,Female,South,Gold
O706388,C00392,P0011,1,17.85,2025-07-06,Delayed,PayPal,North,0.15,15.17,Kitchen,Female,West,Gold
O930505,C00234,P0018,2,28.68,2025-07-06,Delivered,Bank Transfer,East,0.1,51.62,Storage,Other,Central,Gold
O386214,C00113,P0005,1,48.54,2025-07-06,Delivered,Credit Card,South,0.1,43.69,Personal Care,Female,North,Gold
O353828,C00491,P0012,3,31.91,2025-07-06,Cancelled,Bank Transfer,Central,0.2,76.58,Cleaning,Other,Central,Gold
O802960,C00324,P0024,4,41.41,2025-07-06,Delivered,Bank Transfer,South,0.2,132.51,Storage,Female,Central,Gold
O799576,C00281,P0003,2,39.46,2025-07-06,Delivered,Bank Transfer,South,0.1,71.03,Cleaning,Other,East,Bronze
O607286,C00118,P0004,1,32.45,2025-07-06,Delayed,Credit Card,North,0.15,27.58,Kitchen,Male,East,Silver
O819665,C00079,P0023,5,44.9,2025-07-06,Delayed,PayPal,South,0.05,213.27,Outdoors,Female,North,Bronze
O999527,C00149,P0013,4,12.51,2025-07-06,Cancelled,PayPal,Central,0.0,50.04,Cleaning,Male,East,Gold
O497235,C00160,P0020,5,25.12,2025-07-06,Cancelled,Credit Card,West,0.0,125.6,Cleaning,Other,Central,Gold
O962750,C00309,P0016,1,19.92,2025-07-06,Cancelled,PayPal,South,0.15,16.93,Cleaning,Other,South,Bronze
O808612,C00077,P0011,2,19.71,2025-07-06,Delayed,PayPal,South,0.1,35.48,Kitchen,Female,Central,Gold
O944900,C00409,P0023,4,8.64,2025-07-06,Delivered,PayPal,South,0.2,27.65,Outdoors,Female,Central,Gold
O761438,C00438,P0022,4,48.51,2025-07-06,Delayed,Credit Card,Central,0.1,174.64,Cleaning,Other,Central,Gold
O501456,C00358,P0017,4,9.11,2025-07-06,Delayed,PayPal,Central,0.1,32.8,Personal Care,Female,West,Gold
O930989,C00108,P0009,2,30.73,2025-07-06,Delivered,Bank Transfer,East,0.15,52.24,Outdoors,Female,West,Bronze
O466938,C00471,P0014,2,15.75,2025-07-06,Cancelled,Bank Transfer,South,0.2,25.2,Outdoors,Unknown,Unknown,Unknown
O780942,C00213,P0029,2,36.95,2025-07-06,Delivered,Bank Transfer,North,0.15,62.82,Cleaning,Female,South,Bronze
O232271,C00358,P0023,5,46.85,2025-07-06,Delivered,Credit Card,East,0.2,187.4,Outdoors,Female,West,Gold
O445312,C00309,P0002,3,24.5,2025-07-06,Delivered,Credit Card,East,0.05,69.82,Cleaning,Other,South,Bronze
O572329,C00331,P0025,4,14.73,2025-07-06,Cancelled,PayPal,Central,0.05,55.97,Cleaning,Female,West,Gold
O630901,C00345,P0002,5,48.12,2025-07-06,Cancelled,Credit Card,North,0.0,240.6,Cleaning,Female,West,Gold
O169606,C00483,P0002,3,14.52,2025-07-06,Delivered,Bank Transfer,South,0.0,43.56,Cleaning,Female,East,Gold
O240089,C00479,P0010,5,29.14,2025-07-06,Delayed,Bank Transfer,Central,0.1,131.13,Cleaning,Male,South,Gold
O421362,C00500,P0013,2,45.76,2025-07-06,Delivered,Credit Card,North,0.05,86.94,Cleaning,Male,North,Gold
O497711,C00336,P0023,2,33.54,2025-07-06,Delivered,Bank Transfer,North,0.1,60.37,Outdoors,Female,East,Silver
O670568,C00023,P0005,1,26.2,2025-07-06,Delayed,Credit Card,Central,0.05,24.89,Personal Care,Male,East,Gold
O144346,C00243,P0021,5,38.43,2025-07-06,Cancelled,Credit Card,West,0.15,163.33,Kitchen,Other,West,Silver
O450941,C00256,P0011,1,45.31,2025-07-06,Delayed,PayPal,South,0.1,40.78,Kitchen,Female,East,Gold
O131144,C00024,P0006,4,17.23,2025-07-06,Delayed,Credit Card,Central,0.15,58.58,Cleaning,Female,West,Silver
O900701,C00275,P0012,3,18.49,2025-07-06,Cancelled,Credit Card,East,0.1,49.92,Cleaning,Other,West,Gold
O930204,C00181,P0012,2,31.94,2025-07-06,Delayed,PayPal,Central,0.0,63.88,Cleaning,Other,South,Bronze
O430832,C00034,P0003,5,38.14,2025-07-06,Cancelled,Credit Card,Central,0.1,171.63,Cleaning,Female,Central,Gold
O657080,C00081,P0023,4,44.54,2025-07-06,Delayed,Credit Card,South,0.15,151.44,Outdoors,Female,Central,Gold
O833175,C00258,P0026,1,27.18,2025-07-06,Delivered,Credit Card,East,0.0,27.18,Storage,Female,East,Bronze
O724239,C00274,P0008,2,34.74,2025-07-06,Delivered,Credit Card,West,0.0,69.48,Storage,Female,South,Gold
O411421,C00277,P0021,1,48.68,2025-07-06,Delayed,Credit Card,North,0.0,48.68,Kitchen,Female,South,Gold
O534102,C00206,P0022,4,11.65,2025-07-06,Delivered,Credit Card,South,0.05,44.27,Cleaning,Other,East,Gold
O427370,C00076,P0019,4,20.29,2025-07-06,Delivered,Bank Transfer,South,0.2,64.93,Kitchen,Female,North,Gold
O837629,C00108,P0017,3,35.59,2025-07-06,Delayed,Credit Card,East,0.05,101.43,Personal Care,Female,West,Bronze
O796203,C00282,P0019,1,46.8,2025-07-06,Delayed,PayPal,South,0.05,44.46,Kitchen,Male,West,Bronze
O696293,C00004,P0005,3,29.73,2025-07-06,Delivered,Credit Card,West,0.05,84.73,Personal Care,Female,Central,Gold
O554226,C00362,P0027,4,35.72,2025-07-06,Delayed,Bank Transfer,West,0.0,142.88,Outdoors,Male,East,Gold
O368529,C00093,P0014,2,36.0,2025-07-06,Delivered,Bank Transfer,East,0.1,64.8,Outdoors,Male,Central,Gold
O435615,C00226,P0008,1,26.3,2025-07-06,Delayed,Credit Card,North,0.1,23.67,Storage,Male,East,Gold
O212072,C00486,P0008,5,46.16,2025-07-06,Delivered,Credit Card,North,0.1,207.72,Storage,Male,East,Gold
O955314,C00499,P0006,2,17.36,2025-07-06,Cancelled,PayPal,West,0.2,27.78,Cleaning,Female,North,Gold
O398854,C00466,P0022,3,25.17,2025-07-06,Delayed,Credit Card,West,0.1,67.96,Cleaning,Male,North,Gold
O680823,C00041,P0030,2,10.16,2025-07-06,Cancelled,Bank Transfer,South,0.0,20.32,Cleaning,Male,North,Bronze
O885872,C00493,P0002,3,19.33,2025-07-06,Cancelled,Bank Transfer,South,0.15,49.29,Cleaning,Female,South,Gold
O984050,C00208,P0024,1,18.36,2025-07-06,Delayed,Credit Card,South,0.1,16.52,Storage,Female,East,Silver
O313287,C00325,P0003,1,40.76,2025-07-06,Delayed,Bank Transfer,North,0.15,34.65,Cleaning,Male,West,Bronze
O913237,C00019,P0018,4,20.08,2025-07-06,Delayed,Bank Transfer,North,0.1,72.29,Storage,Female,East,Gold
O997965,C00318,P0010,2,33.01,2025-07-06,Cancelled,Bank Transfer,South,0.1,59.42,Cleaning,Female,West,Gold
O443550,C00067,P0007,4,10.51,2025-07-06,Delivered,Bank Transfer,West,0.0,42.04,Personal Care,Other,Central,Silver
O923392,C00417,P0011,2,36.77,2025-07-06,Delayed,Bank Transfer,South,0.0,73.54,Kitchen,Female,Central,Gold
